5341100023771974.0, 80004.0626611616 
1.0623013925852796e+16, 112826.58641310871 
1.5846397563095452e+16, 137799.8744184819 
2.101189952462228e+16, 158676.9386470608 
2.6120161212370484e+16, 176916.1393637389 
3.1171816920735196e+16, 193267.74844448123 
3.616749391533001e+16, 208178.85164963218 
4.1107812510874744e+16, 221941.663639612 
4.59933861482201e+16, 234759.7992003852 
5.082482147051878e+16, 246781.98203490552 
5.560271839855262e+16, 258120.8480455726 
6.032767020522484e+16, 268864.18841430655 
6.5000263589226984e+16, 279082.04760929866 
6.962107874788945e+16, 288831.4049862849 
7.419068944922477e+16, 298159.37595876126 
7.870966310317258e+16, 307105.4680786605 
8.317856083205502e+16, 315703.2125071521 
8.759793754025155e+16, 323981.37027177226 
9.196834198310152e+16, 331964.8415411808 
9.629031683504333e+16, 339675.3627828437 
1.0056439875699846e+17, 347132.04939843377 
1.0479111846300882e+17, 354351.82380238466 
1.0897100078613566e+17, 361349.7572299631 
1.131045647436283e+17, 368139.34565327107 
1.171923236013706e+17, 374732.73472304514 
1.2123478493761334e+17, 381140.9048161614 
1.2523245070600045e+17, 387373.8245275169 
1.2918581729789662e+17, 393440.5789581172 
1.3309537560402448e+17, 399349.4776916799 
1.3696161107541856e+17, 405108.1462665861 
1.4078500378370394e+17, 410723.60413347103 
1.4456602848070688e+17, 416202.33146800107 
1.4830515465740486e+17, 421550.3267318417 
1.5200284660222355e+17, 426773.15650564595 
1.5565956345868742e+17, 431875.99882943486 
1.5927575928243194e+17, 436863.681058574 
1.6285188309758368e+17, 441740.71306329506 
1.6638837895251584e+17, 446511.3164556867 
1.6988568597498586e+17, 451179.4504122389 
1.7334423842666195e+17, 455748.8345662686 
1.7676446575704563e+17, 460222.9693682349 
1.8014679265679654e+17, 464605.15424947237 
1.834916391104664e+17, 468898.50387345144 
1.8679942044864864e+17, 473105.96271615825 
1.900705473995501e+17, 477230.3181818433 
1.9330542613999133e+17, 481274.21243089664 
1.965044583458416e+17, 485240.15307187766 
1.996680412418952e+17, 489130.52284891467 
2.027965676511949e+17, 492947.58843809704 
2.0589042604380896e+17, 496693.5084515656 
2.0895000058506752e+17, 500370.34073530295 
2.1197567118326454e+17, 503980.04903577914 
2.149678135368312e+17, 507524.50910130725 
2.1792679918098637e+17, 511005.5142759741 
2.2085299553387034e+17, 514424.780637116 
2.237467659421672e+17, 517783.95172134874 
2.2660846972622173e+17, 521084.6028789959 
2.2943846222465626e+17, 524328.2452922579 
2.3223709483849325e+17, 527516.3296885523 
2.350047150747888e+17, 530650.249777027 
2.377416665897828e+17, 533731.3454332458 
2.4044828923157066e+17, 536760.9056544186 
2.4312491908230253e+17, 539740.1713052191 
2.4577188849991466e+17, 542670.3376721961 
2.4838952615939827e+17, 545552.5568429722 
2.5097815709361142e+17, 548387.9399248232 
2.535381027336383e+17, 551177.5591158131 
2.5606968094870147e+17, 553922.449640392 
2.5857320608563174e+17, 556623.6115602432 
2.6104898900790083e+17, 559282.0114701609 
2.6349733713422122e+17, 561898.5840878395 
2.659185544767185e+17, 564474.2337456553 
2.6831294167868067e+17, 567009.8357918019 
2.706807960518891e+17, 569506.2379074863 
2.7302241161353578e+17, 571964.2613463204 
2.7533807912273155e+17, 574384.70210151 
2.7762808611660976e+17, 576768.3320059736 
2.7989271694602982e+17, 579115.8997700938 
2.821322528108852e+17, 581428.1319614219 
2.843469717950199e+17, 583705.7339302971 
2.8653714890075853e+17, 585949.3906850314 
2.887030560830531e+17, 588159.7677200205 
2.908449622832521e+17, 590337.5117998748 
2.929631334624946e+17, 592483.2517024291 
2.950578326347351e+17, 594597.5989232705 
2.9712931989940186e+17, 596681.1483442247 
2.991778524736936e+17, 598734.4788680583 
3.0120368472451814e+17, 600758.1540214899 
3.0320706820007744e+17, 602752.7225284491 
3.051882516611021e+17, 604718.718855384 
3.071474811117402e+17, 606656.663730287 
3.0908499983010394e+17, 608567.0646369972 
3.110010483984771e+17, 610450.4162862209 
3.128958647331887e+17, 612307.2010646191 
3.147696841141546e+17, 614137.8894632164 
3.1662273921409286e+17, 615942.9404863012 
3.1845526012741434e+17, 617722.8020419086 
3.202674743987938e+17, 619477.9113149081 
3.220596070514241e+17, 621208.6951236469 
3.238318806149576e+17, 622915.5702610431 
3.255845151531372e+17, 624598.9438209627 
3.2731772829112256e+17, 626259.2135106602 
3.2903173524251194e+17, 627896.7679500207 
3.3072674883606566e+17, 629511.9869582849 
3.324029795421331e+17, 631105.2418289077 
3.340606354987869e+17, 632676.8955931525 
3.356999225376672e+17, 634227.3032729913 
3.373210442095404e+17, 635756.8121238482 
3.389242018095736e+17, 637265.7618676865 
3.405095944023298e+17, 638754.4849169166 
3.420774188464855e+17, 640223.3065895694 
3.436278698192751e+17, 641672.5453161579 
3.451611398406636e+17, 643102.5128386207 
3.4667741929725235e+17, 644513.5144017275 
3.48176896465919e+17, 645905.8489372935 
3.496597575371959e+17, 647279.809241543 
3.511261866383898e+17, 648635.6821459314 
3.525763658564447e+17, 649973.7486817313 
3.540104752605516e+17, 651294.2842386578 
3.55428692924508e+17, 652597.5587178048 
3.568311949488292e+17, 653883.8366791441 
3.5821815548261466e+17, 655153.3774838251 
3.5958974674517235e+17, 656406.4354315061 
3.6094613904740326e+17, 657643.2598929281 
3.6228750081294886e+17, 658864.0954379376 
3.636139985991043e+17, 660069.1819591543 
3.6492579711749997e+17, 661258.7547914623 
3.6622305925455366e+17, 662433.0448275061 
3.675059460916964e+17, 663592.2786293513 
3.687746169253738e+17, 664736.6785364747 
