[2.14575010e-03 1.75330763e+02 1.94591178e+04 4.51137239e+06
 1.50293288e+05 9.73000000e-01 5.77000000e+00 1.11883314e+00
 1.10967073e-02 2.14166676e-01 0.00000000e+00 6.05752424e+09
 1.54491213e-01] 
[ 2.06758440e-03  1.75361500e+02  1.94195678e+04  4.30326271e+06
  1.50156118e+05  9.73000000e-01  5.77000000e+00  1.10740015e+00
 -1.51096455e-02  2.09798444e-01  0.00000000e+00  5.85519109e+09
  1.54182438e-01] 
[2.39847191e-03 1.72379305e+02 1.92958212e+04 3.30846760e+06
 1.47601762e+05 9.73000000e-01 5.77000000e+00 1.70816788e+00
 6.98471070e-03 2.27299794e-01 0.00000000e+00 5.45727950e+09
 7.38332548e-02] 
[2.69410677e-03 1.70478453e+02 1.92632163e+04 2.92187543e+06
 1.46158920e+05 9.73000000e-01 5.77000000e+00 2.09703756e+00
 5.05116246e-02 2.43201635e-01 0.00000000e+00 5.43762147e+09
 2.39072280e-02] 
[ 2.97535982e-03  1.68829443e+02  1.91701766e+04  1.54499743e+06
  1.45169693e+05  9.73000000e-01  5.77000000e+00  2.48921923e+00
  6.02434852e-02  2.78858224e-01  0.00000000e+00  4.63838155e+09
 -1.29584245e-02] 
[ 2.97535982e-03  1.68829443e+02  1.91701766e+04  1.54499743e+06
  1.45169693e+05  9.73000000e-01  5.77000000e+00  2.48921923e+00
  6.02434852e-02  2.78858224e-01  0.00000000e+00  4.63838155e+09
 -1.29584245e-02] 
[2.86844439e-03 1.69404541e+02 1.91817598e+04 1.77113459e+06
 1.45538058e+05 9.73000000e-01 5.77000000e+00 2.36270618e+00
 4.62729069e-02 2.70123796e-01 0.00000000e+00 4.71842561e+09
 1.00800027e-03] 
[2.86844439e-03 1.69404541e+02 1.91817598e+04 1.77113459e+06
 1.45538058e+05 9.73000000e-01 5.77000000e+00 2.36270618e+00
 4.62729069e-02 2.70123796e-01 0.00000000e+00 4.71842561e+09
 1.00800027e-03] 
[2.86844439e-03 1.69404541e+02 1.91817598e+04 1.77113459e+06
 1.45538058e+05 9.73000000e-01 5.77000000e+00 2.36270618e+00
 4.62729069e-02 2.70123796e-01 0.00000000e+00 4.71842561e+09
 1.00800027e-03] 
[2.81207673e-03 1.69707743e+02 1.91878667e+04 1.89035798e+06
 1.45732266e+05 9.73000000e-01 5.77000000e+00 2.29600633e+00
 3.89073785e-02 2.65518856e-01 0.00000000e+00 4.76062621e+09
 8.37133891e-03] 
[2.81207673e-03 1.69707743e+02 1.91878667e+04 1.89035798e+06
 1.45732266e+05 9.73000000e-01 5.77000000e+00 2.29600633e+00
 3.89073785e-02 2.65518856e-01 0.00000000e+00 4.76062621e+09
 8.37133891e-03] 
[2.81207673e-03 1.69707743e+02 1.91878667e+04 1.89035798e+06
 1.45732266e+05 9.73000000e-01 5.77000000e+00 2.29600633e+00
 3.89073785e-02 2.65518856e-01 0.00000000e+00 4.76062621e+09
 8.37133891e-03] 
