[2.28804867e-03 1.75529589e+02 1.94031938e+04 4.20450790e+06
 1.50519239e+05 9.73000000e-01 5.77000000e+00 1.11063434e+00
 3.20041986e-02 2.00251541e-01 0.00000000e+00 5.22630243e+09
 1.62227228e-01] 
[2.10865774e-03 1.74608753e+02 1.92887151e+04 3.17651468e+06
 1.49598630e+05 9.73000000e-01 5.77000000e+00 1.20936071e+00
 4.75317636e-02 1.51092411e-01 0.00000000e+00 4.13360440e+09
 1.41796364e-01] 
[2.15279209e-03 1.74823392e+02 1.93151142e+04 3.40519300e+06
 1.49831521e+05 9.73000000e-01 5.77000000e+00 1.18423633e+00
 4.39432336e-02 1.61840532e-01 0.00000000e+00 4.37029043e+09
 1.46211803e-01] 
[2.15279209e-03 1.74823392e+02 1.93151142e+04 3.40519300e+06
 1.49831521e+05 9.73000000e-01 5.77000000e+00 1.18423633e+00
 4.39432336e-02 1.61840532e-01 0.00000000e+00 4.37029043e+09
 1.46211803e-01] 
[2.23042901e-03 1.74504688e+02 1.92813827e+04 3.14597649e+06
 1.49229843e+05 9.73000000e-01 5.77000000e+00 1.18757526e+00
 4.45080512e-02 1.29654777e-01 0.00000000e+00 4.02563106e+09
 1.34201411e-01] 
[2.33228479e-03 1.74356053e+02 1.92680982e+04 3.03928773e+06
 1.48774267e+05 9.73000000e-01 5.77000000e+00 1.17498781e+00
 4.43325481e-02 1.07914284e-01 0.00000000e+00 3.85098844e+09
 1.25687594e-01] 
[2.28452842e-03 1.73197954e+02 1.91076711e+04 1.49233561e+06
 1.46702239e+05 9.73000000e-01 5.77000000e+00 1.23023477e+00
 5.68820992e-02 4.07837119e-03 0.00000000e+00 2.27364507e+09
 8.49263878e-02] 
[ 2.02018643e-03  1.71971443e+02  1.89615434e+04  2.10196296e+05
  1.45658100e+05  9.73000000e-01  5.77000000e+00  1.37768764e+00
  7.97646866e-02 -5.11108028e-02  0.00000000e+00  8.80961038e+08
  6.11147318e-02] 
