159738760753117.7 
128294712419058.56 
128294712419058.56 
96422330445777.81 
90979275431314.39 
87232757422782.55 
64622264182610.86 
54037403552771.14 
54037403552771.14 
54037403552771.14 
50775943940998.92 
50775943940998.92 
